id,youtube-id,region,start-ts,end-ts
29d133dc-801e-4368-a17e-e5ab140f2f6b,k7d93v0bQJ0,Aegean-sea,0,180
26389a29-858f-4844-a948-222599e9dca1,RQYqliSGs_g,Aegean-sea,0,180
b5068b8b-2258-4d95-9463-787e9adc3482,k7d93v0bQJ0,Aegean-sea,0,180
e46e9b39-318f-409b-859e-62514af8fd07,n0AhyR65jN8,Aegean-sea,0,180
c4f3d157-231f-40ab-b2b2-71a21ba5ed06,yl93wmWDkd0,Aegean-sea,0,180
e4ab6bca-c329-47f3-90cb-6a905eae7764,3hcWPf4GOKg,Aegean-sea,0,180
e829f600-5061-4ef7-8767-c1ba9772de15,vfwhe80Q7MI,Aegean-sea,0,180
c22ebb65-263a-42b5-a547-a95bbac49d65,9ezl2UYSNQg,Aegean-sea,0,180
3bd35e9e-6bc4-4e6d-a795-e0742fff4c38,eBkzxPFd3Oo,Aegean-sea,0,180
03d148ab-2169-476f-b195-9a5ea792b9e7,rmKeLFR0GsY,Aegean-sea,0,180
a88dbe35-0861-4ff9-a7c3-edaf0bdd962f,lxKkSk7D4r4,Aegean-sea,0,180
3bfaacb3-6e74-4adb-aec7-f4d8f0789ccf,BmDeLtgjPSw,Aegean-sea,0,180
8a18c7a0-089d-48a6-b78f-97b0d0f31c1f,o85zTYsBbVI,Aegean-sea,0,180
eae04d9b-6793-4504-8a87-aa2d6ce13ceb,kqW5WuMvtoU,Aegean-sea,0,180
1cf179e9-6a85-435f-b732-cea0c255fd92,RGQK6J5mNzE,Aegean-sea,0,180
84e4f13c-7d05-4f14-9774-d16719d9756e,bUsxO9w1Zvk,Aegean-sea,0,180
7ef51d5e-72f6-4b86-9190-a44e7c87d289,bUsxO9w1Zvk,Aegean-sea,0,180
7a2fa1d9-37f7-4c6c-8977-d28ce29fec96,3pbGHf2MDVg,Aegean-sea,0,180
aad41c37-3ec5-459c-8f53-0140e3f7a251,MJur1E-ljPo,Aegean-sea,0,180
db5cce40-7b16-4da3-b6b8-e7f286cb9148,MJur1E-ljPo,Aegean-sea,0,180
5b6342bb-168c-4d4c-8550-936213848e50,Tx1-72lHSYw,Aegean-sea,0,180
1b1c15f6-0963-4897-bdb6-e13579c20667,C5nE-1bGfbE,Aegean-sea,0,180
4707b456-08ed-4bb1-9e4c-cb107ab10eb1,Lv_mEWJdS-4,Aegean-sea,0,180
6ed70a06-a923-42b7-a346-05dc29152be5,pimMJ4WfwXM,Aegean-sea,0,180
0debbc98-3803-4108-892d-37612698f272,iKwCOtlDhq4,Aegean-sea,0,180
010983fd-852b-479d-8420-2d7ad20edc9f,l_cziWxyCWw,Aegean-sea,0,180
ea7f9517-e7a3-479c-b45a-cb452e07b4f1,PyMvFNrKtW0,Aegean-sea,0,180
aba77154-bd06-4073-bc4f-726bd4eae91a,palZeyY1Lxs,Aegean-sea,0,180
213fa8f5-0bb3-4e29-a5a5-dd6b2cfa22d7,9NSmwCoIjgY,Aegean-sea,0,180
74905a7a-c2d1-4a6e-a890-ec52e7f58ca3,vIzQSZIU_f0,Aegean-sea,0,180
31d58c08-52e1-4c9e-9c74-b95779922e4a,bL6DQWMIIIE,Aegean-sea,0,180
f97ab8ed-489d-4f04-923b-a8a66b207aab,dBolwOrkI5A,Aegean-sea,0,180
3053081a-4546-41fb-818b-0b83a51c4d74,0FdZbh0-c4s,Aegean-sea,0,180
ce5fad2d-4526-40da-a4e3-f86f754720fa,NGFX-wzFPsU,Aegean-sea,0,180
c149a07a-87c2-4a84-8f07-d43b8145f436,G940SGe3Hsc,Aegean-sea,0,180
34796417-95a2-4430-8494-649927d7c8a7,6VlaH5MXq7Q,Aegean-sea,0,180
6a0da0e4-48d4-4317-a51a-9392d3bd0f4d,ON2WBb4aPLk,Aegean-sea,0,180
7a544077-9695-4fac-9592-a00d0225fc75,QKNYxrAyOIg,Aegean-sea,0,180
3a9175fc-d393-4d80-b477-5579adf04be6,gUkF406fSxU,Aegean-sea,0,180
5f1ef39f-63e5-43a3-98b4-34c730d6c50a,2dYrvzj_n3I,Aegean-sea,0,180
16f1952f-fa66-4a06-8258-533faa336744,4akA0ZM17pw,Aegean-sea,0,180
68f9e804-ffed-45ef-8b88-0bc03b65b46d,oEi-xbr3_ak,Aegean-sea,0,180
caaaeded-b0e3-44ba-85f3-3afa1a94576b,hgWd4kiqVRA,Aegean-sea,0,180
03596928-082b-41e6-8a8c-036af718a02d,M11VYv5Kavk,Aegean-sea,0,180
db64db41-6d00-40dc-8913-cc7bdeb61137,Tuzvmi9LCnw,Aegean-sea,0,180
38b0b8ec-2034-4d7b-88b4-c0cf3e95dcfd,VXbeudwvX1g,Aegean-sea,0,180
4d6d4a61-8cfd-4455-b471-065d58a12cf6,M_MqUKx_lpo,Aegean-sea,0,180
50b6c7d3-0e3a-4e28-b1d2-03a8bbad44ed,0HwKYHP-kTg,Aegean-sea,0,180
be409874-a198-415d-a941-126956b9cfa4,Mg1k5yrxPK8,Aegean-sea,0,180
4fec35f6-158e-4676-961c-498eecf7b341,zNCbDJ8Ulp4,Aegean-sea,0,180
e455f9bb-06b5-4a72-ab11-cb81d0d8bf3d,BVPiZO94Fm4,Aegean-sea,0,180
60d92e8a-af13-43ef-8bd2-63296fcca587,PsrilSC7Ck4,Aegean-sea,0,180
886c9e4c-236d-4a73-9510-989d2283cdc5,CtLH5QaQ-A8,Aegean-sea,0,180
16216346-e0ed-4732-abdb-09592f19f725,jakS56lMriU,Aegean-sea,0,180
281643a8-c851-4515-bb96-dc7875e70351,HuuqEHI10pI,Aegean-sea,0,180
3d579b9d-8473-4a30-941a-a9f21a1c7d58,IFBrv5PQCIY,Aegean-sea,0,180
e2200419-f235-4531-8e7f-4452af5c4f13,_TL_53Q6yi0,Aegean-sea,0,180
6b5577ad-3ca0-41dc-b176-928bfe5aa0b0,adXF-TE1pfw,Aegean-sea,0,180
7f4bcb4c-99dc-42ac-94e1-2ba6d3c56d8a,YC6UdmjOpew,Aegean-sea,0,180
7d41af0b-33b7-43a4-b012-dc50a230bd94,OMEAZeQTkd4,Aegean-sea,0,180
3511763e-5204-43fc-9ca0-3c0d3a1795c5,lmeVOoBHePQ,Aegean-sea,0,180
2f18a1f8-af1b-4f58-b0e6-cfcc559e75cc,FzMznTiVElQ,Aegean-sea,0,180
20f39529-a5bb-492c-8d00-3dab588aeff0,Dy1codGk_9A,Aegean-sea,0,180
92847134-04b1-4094-8443-738776d9c948,doPSfVuDT7E,Aegean-sea,0,180
7d220026-8852-4717-aa36-d5bb4fff8b21,cAfnxbafxSk,Aegean-sea,0,180
b2600c60-a917-4214-9d19-4a3ae9ec35be,0-GDn4Qm-GA,Aegean-sea,0,180
f3cf206e-1ce9-4d2d-9755-bc5934a0e7eb,gIOC90AHMd8,Aegean-sea,0,180
4ebde744-b446-4188-a3f0-708ffbd3e37d,Q1Ouv0poAEs,Aegean-sea,0,180
7391d9ee-f8b8-47c7-b323-c24102a4930e,ab2suCCG6b0,Aegean-sea,0,180
23151dfb-02c9-4a87-8380-839c70c869f7,Bt9f18Hpgrs,Aegean-sea,0,180
20d5545a-1c74-4687-81a3-c11a733b709f,k8UneMzW_ZM,Aegean-sea,0,180
68216a2c-9a74-4274-8c5a-0cf0842eb85d,tBOl1q3RdSg,Aegean-sea,0,180
242b180b-845e-44bd-ad4c-0acb435e846f,hSqhpJvWH0w,Aegean-sea,0,180
8158d01a-1049-4c9d-ac58-f844bcd389a1,6q6W90N50jk,Aegean-sea,0,180
77ca8ec5-67ef-4853-9187-331d558aeae5,tMbVWdmHmLA,Aegean-sea,0,180
830c978d-c0b7-41bc-9f70-47a1546b9200,U1b9xQyjEYI,Aegean-sea,0,180
03295c8f-b496-4671-80c3-8f2832bd4cc2,8jMz58m-0mA,Aegean-sea,0,180
79da9d5c-9c5f-40cc-9260-1ed7823f82dc,RlOUblPUkco,Aegean-sea,0,180
9fd7d3b0-e890-4170-809f-81e915d17a90,I10iHz_7v0o,Aegean-sea,0,180
d6174c86-13c5-4b29-bb3e-625209ef0d43,MeUxg0YlpRo,Aegean-sea,0,180
ffc88659-df4d-436c-bcb6-3353a380fe75,XKRxnh_Oxcw,Aegean-sea,0,180
c5e456ae-a361-4e8c-a003-158cc0881b66,XKRxnh_Oxcw,Aegean-sea,0,180
53f73b39-4c81-40d6-8c89-b142d05208bd,E6iEDPWYxi4,Aegean-sea,0,180
7ba7807b-3644-4684-a0d1-8c46ad027eb1,wqKZAL5AyIc,Aegean-sea,0,180
aa5a1434-ddab-4136-94b4-c6cdd1239850,raQRZwR-8cQ,Aegean-sea,0,180
ba075e1c-a99b-4d2a-94c4-b1ec2a3c3052,9nSLmzTx-rA,Aegean-sea,0,180
da83d650-da1f-4505-9b9a-a54734833c50,6p0w00qWaZY,Aegean-sea,0,180
acc3d47a-2b90-4865-95fe-11ca2b6f94b0,WZj3lps-Gk8,Aegean-sea,0,180
17ee4d17-9628-4d99-ab03-fbb6ab5c19de,Yi_eDuIE07U,Aegean-sea,0,180
f378a631-7970-451d-a9cc-8da4dd13851e,VS1I6nkT6Is,Aegean-sea,0,180
b3813360-2604-4706-babe-bb22b79ed44b,Pn1kCheWeYo,Aegean-sea,0,180
ab5b4585-8b9d-4395-afc6-3cc2a5d57232,y1L30zVmO70,Aegean-sea,0,180
9b4f9a8e-e403-4290-971f-c447be2345b1,aNUBuDPAk_I,Aegean-sea,0,180
0282f291-7571-4d31-bc9d-b3e630a2ebd4,oi9Wqfz3EIk,Aegean-sea,0,180
008340e8-e2e3-4257-8a31-6dd107f35963,5YEKsc149WM,Aegean-sea,0,180
0767e030-c3ea-45bd-b2f6-94cd3480bd3a,_ZQcOgvq4XM,Aegean-sea,0,180
ff755cb6-a1c8-4cd0-af47-9c794eb8e2d4,54X7YK1tA4s,Aegean-sea,0,180
4e2ba4d5-f6c2-4df3-90f4-835901d752a7,UaXEmWry_GA,Aegean-sea,0,180
5b94ab27-20fe-422a-9b12-5103c06944d1,4KKzxTF9BhA,Aegean-sea,0,180
b56332fc-07d3-43ae-bdb8-4039dc238b34,THTu09jOgmk,Aegean-sea,0,180
ebff3d00-bcc3-48c4-8b0f-6c61fec1c2db,4ELZq7ljT1A,Aegean-sea,0,180
964bd378-916a-46bc-89eb-475a51abeb79,YL1tqYOOBzQ,Asia-minor,0,180
31cc83c5-8805-4425-a0fa-32b9071d8ca9,HxkVa9Kt6Jw,Asia-minor,0,180
dd6d4324-5298-49d6-82a7-f87e6a1a5cb5,TYrhSSC2Ex8,Asia-minor,0,180
1e45540c-c80d-4fe0-a4d8-5c0fb679e296,Ir2tKjUlmrc,Asia-minor,0,180
315a0db5-88e6-481d-a0ee-125ea077600e,RFpmOeqoSGI,Asia-minor,0,180
f6200618-c2dc-4fcb-b4ab-a5d6ae0b79d0,ynyj8WtGgqo,Asia-minor,0,180
0b4b49b5-a510-460e-b109-afd9003f5e1d,8oyn_EdCQFI,Asia-minor,0,180
9251ef41-a575-436c-b881-17821ade6965,9p61FZsyt4I,Asia-minor,0,180
cc930ce4-6899-47c8-a920-5afae69cf249,UrmP2bfLkoY,Asia-minor,2,182
41904ddb-c56b-4d8b-a603-cc84d29862a0,oyuJ75ssqhs,Asia-minor,0,180
8201fabe-6925-40ef-9dab-c691abb7a5a5,tudFVNSXssU,Asia-minor,0,180
47d56100-fc06-4051-a88b-154e9d5a8165,dPPw8p2pUs8,Asia-minor,0,180
fb2e3427-7fd5-4c0d-8733-9813b38ab6e8,4VhGY7Mzo-0,Asia-minor,0,180
cd845593-f4e2-4a8e-8aab-84980a6f400e,ObuTythXNcE,Asia-minor,0,180
2dc5b9ac-7184-4d40-b4e5-09f0e727d837,pR3qVTgpzcY,Asia-minor,0,180
37cc7354-c1bc-4091-ad20-4c1da19d9f74,297AQb1sCic,Asia-minor,0,180
d33c5a8a-38c6-4ba2-8535-796c014dc74b,DYYvIhhiX3s,Asia-minor,0,180
4b121cf4-60cd-484c-9c38-c708738eea40,ORFu8SLZetk,Asia-minor,0,180
f26a0b1d-5338-415a-a174-45851c085d12,Y10lyb9ROdw,Asia-minor,0,180
31a5abd2-df0d-4a51-a5ea-fad9a41857a8,0kAP2kRtoEI,Asia-minor,0,180
49627207-bf2b-4b22-a2d2-297d30e0c1bc,WdIETk4T0IU,Asia-minor,5,185
002fe756-a9b5-46e4-afd4-a0d71971e7f0,auvVrMaE6FA,Asia-minor,5,185
6d05be4a-7182-4d4f-b6a7-da997819dc0f,SSPbRo3jBSU,Asia-minor,0,180
d4842284-eb53-4b4f-91c0-34d9870b67bd,TXcAfh6UnD8,Asia-minor,0,180
0797888f-f188-4e6b-a53d-5f6cd2033990,O7oP8tYKXKk,Asia-minor,0,180
b9c19a6e-3ecc-4bec-983e-87b228608799,8Eo3AW6Howw,Asia-minor,0,180
a933efc6-3561-464c-b5f7-87bb2c91cca2,_EByAMaupi0,Asia-minor,0,180
060a0b13-703b-4008-9a5a-f06f392cd13b,wwWJrwTKRIg,Asia-minor,0,180
6aaad7a6-9a52-448f-8f96-fb7bc4a03e08,FVihBoFajOo,Asia-minor,0,180
b228173f-45dc-460d-8bd8-75a294297bd1,sVUrd47qxD0,Asia-minor,0,180
af731af9-ea02-4c5f-af34-22fcecc483fb,pLjdCCKb-hY,Asia-minor,0,180
4e11696c-44eb-4c35-bb78-186197fec7b3,AYo4Ccftfgo,Asia-minor,0,180
fe839a39-4d1d-4117-8f85-dee3eec1dd12,UADltlpgIEk,Central-Greece,0,180
44bad099-2379-4a16-852d-3b9aba316fef,jxOPtmPFIZs,Central-Greece,0,180
8fc0a5fb-cfc6-4f2b-aaf3-0b02e13e3151,QQCzk45dI9A,Central-Greece,0,180
0d89d985-2e74-4f32-b032-30ef3aa4c1c1,OEWpBmkYShY,Central-Greece,0,180
3853a3f0-4ea0-4568-a8eb-4ab7024bcde3,_ExDR2ipcnc,Central-Greece,0,180
e503c13c-0666-4267-9161-9178cec0b92f,-uarLR02BCE,Central-Greece,0,180
a816008d-c99e-43f1-a649-7f907b80b9a6,4ev2up3J580,Central-Greece,0,180
c9de9d7f-0bd1-4673-93a4-29b10ffb2d39,nGwDz-8YAuQ,Central-Greece,0,180
8cda0902-d552-4bea-8f8b-2e43bf0fb33e,zgOlnVmS1bc,Central-Greece,0,180
6e7a7071-c30a-405e-a17f-569de0b0861f,KtWLiL7WQbE,Central-Greece,0,180
de5a789a-41bb-45c4-b8f0-91bff651a993,FUmo2PxD2yU,Central-Greece,0,180
20ef8d0e-6809-456e-bf41-a20e0a149a9d,q6yeo1IV5Qw,Central-Greece,0,180
390b0084-2390-4009-ba09-8bdc60a595c2,ZK3kABWYOM8,Central-Greece,0,180
429b01b1-39f7-45e1-b3e1-da646a8d5a2d,saxWI12cD08,Central-Greece,0,180
54006fcd-ae55-4e2b-b0a9-918da9fc6946,wU37ojuUBfU,Central-Greece,0,180
eab515d0-b10e-4804-adfa-7fb1e3ccd8f9,-APv08ZlSso,Central-Greece,0,180
915c7728-94bd-4635-bede-357864ea3cc2,OIqVQMxdutI,Crete,0,180
6e704196-5c1b-45db-8747-fbeeab091241,j1sAzpuGyq0,Crete,0,180
9f36851f-f549-4a7e-bb90-2cf9a791193b,G5DQWqmbW5c,Crete,0,180
27b68af3-e2f5-4cf3-81cd-860b5c6d78f8,ZAU-8VnwRYs,Crete,0,180
d587e9b3-b53e-4c83-b6d3-bb01075be399,UHqYv5KQf9Y,Crete,0,180
2493848f-2ff2-4988-bfc3-303bd50362d6,vVT4mCYlg7s,Crete,0,180
afdda62a-adfe-409c-9b2e-899d4bc37fce,7Ei8A_IVPD4,Crete,0,180
b9d7f20c-ed21-4b97-93fb-17979709b3c0,50uO-nrWO_I,Crete,0,180
9c2cbd23-b311-401a-962a-ae17c730fec3,I7xkcZytUec,Crete,60,240
891fae18-b280-47f0-8ca2-cdfaa11559c2,yB5zQydR5UI,Crete,0,180
9f054843-4492-493a-bac6-4c831bc31bf6,4xAHo3RuCM0,Crete,0,180
05e76da1-3668-4755-ab1c-0538a945b0d9,UVmMK1Z-kIE,Crete,0,180
373da988-60e4-4261-8ac2-ea1133b486b3,Bvd-oMDGN5s,Crete,0,180
65c1287c-53e4-42e7-aa99-a57dea68f430,fIhdQprkMLQ,Crete,0,180
db1d16e8-a4d1-4da2-a163-e7644ad55dac,GV5abX28FeQ,Crete,0,180
0dcbfce8-ba31-450e-87c9-e4a175112fe0,rBAtWOD4VYE,Crete,0,180
ee25bebd-dc78-4886-94b9-1c01facad435,Bmx7QYXZ_10,Crete,0,180
388ffd78-418d-4d78-a0ea-7ff1e710e6ed,JOwLHeesmfk,Crete,0,180
49beb5a0-34cd-4b23-a60f-f9bf8b4bd91c,i07obXBHe3s,Crete,0,180
5d90426a-4aad-43da-9a7b-500b7809f369,co1_Z02eiDk,Crete,0,180
d8476a5d-78f6-4317-a46b-f650e4330ebd,whs7lCVtAb4,Cyprus,0,180
ba20e1c8-e107-482c-b209-3949e79b55a9,IaTZHDX2Vuc,Cyprus,0,180
55a09ac4-9a5b-468a-a380-e6f03ffb2a89,f0tJPY8UJxU,Cyprus,0,180
0a3b9d66-dfd8-496b-b2b0-8118d81768dd,fhgBxpQjoFc,Cyprus,0,180
9b0d53ca-b60c-424b-9fd5-8f3013802aa9,KHa8pnIJJQI,Cyprus,0,180
a0f5ce65-20d2-41a0-a659-682152e8311e,NaLcdBfunzg,Cyprus,0,180
df479b5b-87fc-42e7-9214-3f541b89271d,kAUfxL2QRuM,Cyprus,0,180
14407b98-eeef-4395-a2d9-1a76e52c861a,ycMNsIU_xeI,Epirus,0,180
29d25b62-7042-407a-86e7-193ff2caaffc,24-X2xUgsJo,Epirus,0,180
e8156717-e887-45e1-b8e9-958f4e6e4892,RdPuvo8y68M,Epirus,0,180
31c6a9f4-40a3-41c2-a1c8-3d866a80b0a0,XYF8hWTbuZE,Epirus,0,180
6760f4b9-1b77-439c-a420-54da59b293f0,ewDmWzsqZTw,Epirus,0,180
f275681f-aa07-414c-94aa-a2348ce49f8d,blfyVbTFKbQ,Epirus,0,180
37df62fe-d901-47cf-b4b6-a8535ce88847,CjQWio5E-wE,Epirus,0,180
72b84284-bd24-4d3d-b05b-ef99ade13db4,0jSUANx4pJU,Epirus,0,180
ba66cfaa-4569-46ea-af7f-2b6a8c1cf32c,Jivhl9jtro0,Epirus,0,180
80a71269-5d8c-4b8e-aa77-8ab949a8bc34,m-rxtlPwDaI,Epirus,0,180
6607638a-8efa-4f2b-a19a-abe47e78463f,5ywB2kUQgP0,Epirus,0,180
6b1804ae-2c2a-44fd-93f9-62e82e461174,AAy9Ww1LatA,Epirus,0,180
9fc6f997-6660-4fc1-a90e-82ecc670a878,L-NL3isYRBI,Epirus,0,180
e00f2df3-44fe-455a-be46-927c386405b3,5NFSdprZreI,Epirus,0,180
4b46b89a-fbfa-4030-aeff-6a2130868a29,VRC-6BjqoK8,Epirus,0,180
6b633eff-7aa4-4171-a7de-3b33c37f8c92,Jkt5CeBQwNM,Epirus,0,180
2c619209-0456-47b3-88e6-0325e1225018,Jkt5CeBQwNM,Epirus,0,180
15e1c05d-5604-4b9a-a0c5-aab8f9f18371,jWdSILaYhsA,Epirus,0,180
89ac3d89-396a-451f-91af-98346c03b9ec,Lzbh5lSXCoA,Epirus,0,180
eac5f175-58e5-4517-b562-4201e2e6db21,3cbGHSXQVdY,Epirus,0,180
b32537a1-6bac-46f4-bd67-319abe7753b7,soBgn-NCrsA,Epirus,0,180
288a6228-87ab-4aab-b79d-66ea5cac59b7,-ou2fZJelHc,Epirus,0,180
c01894ae-cb46-4157-b855-f686f3e9a406,XzV5UBcsnpU,Epirus,0,180
0b07641f-e144-45de-a83b-58b1ec736d54,WhiejHzCbQ0,Epirus,0,180
0b20b24d-75a1-4b3f-b9ae-e7528528c681,ynnwYZLQeoM,Epirus,0,180
cae8c2bc-8c7e-4e16-aabd-52731883bab4,asl8UhHPeKQ,Epirus,0,180
84e795b0-3ffb-468f-8f17-ca6922ca2e45,-YOteshg_Y8,Epirus,0,180
2ebbf340-cc25-4c1e-99b0-444722b8724f,kG3gWVTy5Es,Epirus,0,180
7066b1da-f302-4e62-a9c8-69601d272809,p6qy3NWrK40,Epirus,0,180
e1d8da30-112f-4a6d-8114-93433c08240a,A0l6w23xvRQ,Epirus,0,180
519cb8f9-1812-4416-9253-d545eb655f13,B2DyY6TPm84,Epirus,0,180
56ddd926-d2d9-4afd-afaf-5d592590c6d1,SQQgaZEfQJU,Epirus,0,180
56d660f3-c377-4cc9-a157-fd3efa8d92eb,N8HzQhRpe4U,Epirus,0,180
d29875b0-3827-4783-860d-6f3cf61fc8c6,oWRoD8XR6A8,Epirus,0,180
